"ID","ROOT_ID","PARENT_ID","BLEND_CHEMICAL_ID","AMOUNT","IS_BASE_BLEND","ADDITION_METHOD","ADDITIVE_BLEND_METHOD","UNIT_NAME","UNIT_ABBR","VERSION","LAST_MODIFIED_USER_ID","LAST_MODIFIED_USER_NAME","LAST_MODIFIED_DATE_TIME","LAST_OPERATION_TYPE","EFFECTIVE_START_DATE_TIME","EFFECTIVE_END_DATE_TIME","BLEND_CHEMICAL_NAME"
"144","47","47","4","760","1","2","1","Percent","%","1","0","","2018/9/28 18:10:50.8730000","1","2017/9/28 18:10:50.8730000","9999/12/31 23:59:59.9970000","Intercem"
"145","47","47","36","225","0","2","1","Percent","%","1","0","","2018/9/28 18:10:50.8800000","1","2017/9/28 18:10:50.8800000","9999/12/31 23:59:59.9970000","Flyash (Sask)"
"146","47","47","67","10","0","2","1","Percent","%","1","0","","2018/9/28 18:10:50.8900000","1","2017/9/28 18:10:50.8900000","9999/12/31 23:59:59.9970000","SCA-1"
"147","47","47","28","1","0","2","1","Percent","%","1","0","","2018/9/28 18:10:50.8970000","1","2017/9/28 18:10:50.8970000","9999/12/31 23:59:59.9970000","CFR-5"
"148","47","47","20","4","0","2","1","Percent","%","1","0","","2018/9/28 18:10:50.9070000","1","2017/9/28 18:10:50.9070000","9999/12/31 23:59:59.9970000","CFL-3"
"149","48","48","3","673","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.0000000","1","2017/9/28 18:10:51.0000000","9999/12/31 23:59:59.9970000","Class G"
"150","48","48","36","200","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.0300000","1","2017/9/28 18:10:51.0300000","9999/12/31 23:59:59.9970000","Flyash (Sask)"
"151","48","48","41","27","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.0370000","1","2017/9/28 18:10:51.0370000","9999/12/31 23:59:59.9970000","GSS-1"
"152","48","48","18","100","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.0500000","1","2017/9/28 18:10:51.0500000","9999/12/31 23:59:59.9970000","CDM-C"
"153","49","49","3","865","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.0630000","1","2017/9/28 18:10:51.0630000","9999/12/31 23:59:59.9970000","Class G"
"154","49","49","41","17","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.0700000","1","2017/9/28 18:10:51.0670000","9999/12/31 23:59:59.9970000","GSS-1"
"155","49","49","67","80","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.0770000","1","2017/9/28 18:10:51.0770000","9999/12/31 23:59:59.9970000","SCA-1"
"156","49","49","8","29","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.0830000","1","2017/9/28 18:10:51.0800000","9999/12/31 23:59:59.9970000","CaCl2"
"157","49","49","32","9","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.0870000","1","2017/9/28 18:10:51.0870000","9999/12/31 23:59:59.9970000","EA-3"
"158","50","50","4","553","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.1000000","1","2017/9/28 18:10:51.1000000","9999/12/31 23:59:59.9970000","Intercem"
"159","50","50","35","276","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.1070000","1","2017/9/28 18:10:51.1070000","9999/12/31 23:59:59.9970000","Flyash"
"160","50","50","30","56","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.1130000","1","2017/9/28 18:10:51.1130000","9999/12/31 23:59:59.9970000","Densified Fume"
"161","50","50","41","17","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.1200000","1","2017/9/28 18:10:51.1200000","9999/12/31 23:59:59.9970000","GSS-1"
"162","50","50","67","41","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.1270000","1","2017/9/28 18:10:51.1270000","9999/12/31 23:59:59.9970000","SCA-1"
"163","50","50","69","19","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.1330000","1","2017/9/28 18:10:51.1330000","9999/12/31 23:59:59.9970000","SCA-6"
"164","50","50","70","19","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.1400000","1","2017/9/28 18:10:51.1400000","9999/12/31 23:59:59.9970000","SCA-7"
"165","50","50","68","19","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.1500000","1","2017/9/28 18:10:51.1500000","9999/12/31 23:59:59.9970000","SCA-5"
"166","51","51","4","553","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.1630000","1","2017/9/28 18:10:51.1630000","9999/12/31 23:59:59.9970000","Intercem"
"167","51","51","36","276","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.1700000","1","2017/9/28 18:10:51.1700000","9999/12/31 23:59:59.9970000","Flyash (Sask)"
"168","51","51","30","56","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.1770000","1","2017/9/28 18:10:51.1770000","9999/12/31 23:59:59.9970000","Densified Fume"
"169","51","51","41","17","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.1870000","1","2017/9/28 18:10:51.1870000","9999/12/31 23:59:59.9970000","GSS-1"
"170","51","51","67","41","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.1930000","1","2017/9/28 18:10:51.1930000","9999/12/31 23:59:59.9970000","SCA-1"
"171","51","51","69","19","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.2000000","1","2017/9/28 18:10:51.2000000","9999/12/31 23:59:59.9970000","SCA-6"
"172","51","51","70","19","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.2070000","1","2017/9/28 18:10:51.2030000","9999/12/31 23:59:59.9970000","SCA-7"
"173","51","51","68","19","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.2100000","1","2017/9/28 18:10:51.2100000","9999/12/31 23:59:59.9970000","SCA-5"
"174","52","52","4","596","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.2270000","1","2017/9/28 18:10:51.2270000","9999/12/31 23:59:59.9970000","Intercem"
"175","52","52","35","298","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.2370000","1","2017/9/28 18:10:51.2370000","9999/12/31 23:59:59.9970000","Flyash"
"176","52","52","30","30","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.2400000","1","2017/9/28 18:10:51.2400000","9999/12/31 23:59:59.9970000","Densified Fume"
"177","52","52","41","17","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.2500000","1","2017/9/28 18:10:51.2500000","9999/12/31 23:59:59.9970000","GSS-1"
"178","52","52","67","29","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.2570000","1","2017/9/28 18:10:51.2570000","9999/12/31 23:59:59.9970000","SCA-1"
"179","52","52","69","10","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.2630000","1","2017/9/28 18:10:51.2630000","9999/12/31 23:59:59.9970000","SCA-6"
"180","52","52","70","10","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.2700000","1","2017/9/28 18:10:51.2700000","9999/12/31 23:59:59.9970000","SCA-7"
"181","52","52","68","10","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.2830000","1","2017/9/28 18:10:51.2830000","9999/12/31 23:59:59.9970000","SCA-5"
"182","53","53","4","596","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.3100000","1","2017/9/28 18:10:51.3100000","9999/12/31 23:59:59.9970000","Intercem"
"183","53","53","36","298","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.3170000","1","2017/9/28 18:10:51.3170000","9999/12/31 23:59:59.9970000","Flyash (Sask)"
"184","53","53","30","30","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.3230000","1","2017/9/28 18:10:51.3230000","9999/12/31 23:59:59.9970000","Densified Fume"
"185","53","53","41","17","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.3300000","1","2017/9/28 18:10:51.3300000","9999/12/31 23:59:59.9970000","GSS-1"
"186","53","53","67","29","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.3430000","1","2017/9/28 18:10:51.3430000","9999/12/31 23:59:59.9970000","SCA-1"
"187","53","53","69","10","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.3700000","1","2017/9/28 18:10:51.3700000","9999/12/31 23:59:59.9970000","SCA-6"
"188","53","53","70","10","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.3770000","1","2017/9/28 18:10:51.3770000","9999/12/31 23:59:59.9970000","SCA-7"
"189","53","53","68","10","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.3870000","1","2017/9/28 18:10:51.3830000","9999/12/31 23:59:59.9970000","SCA-5"
"190","54","54","3","1000","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.3970000","1","2017/9/28 18:10:51.3970000","9999/12/31 23:59:59.9970000","Class G"
"191","55","55","2","634.5","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.4170000","1","2017/9/28 18:10:51.4170000","9999/12/31 23:59:59.9970000","Class C"
"192","55","55","35","317","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.4230000","1","2017/9/28 18:10:51.4230000","9999/12/31 23:59:59.9970000","Flyash"
"193","55","55","41","7","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.4300000","1","2017/9/28 18:10:51.4300000","9999/12/31 23:59:59.9970000","GSS-1"
"194","55","55","20","2.5","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.4370000","1","2017/9/28 18:10:51.4370000","9999/12/31 23:59:59.9970000","CFL-3"
"195","55","55","69","14","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.4430000","1","2017/9/28 18:10:51.4400000","9999/12/31 23:59:59.9970000","SCA-6"
"196","55","55","68","25","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.4470000","1","2017/9/28 18:10:51.4470000","9999/12/31 23:59:59.9970000","SCA-5"
"197","56","56","4","713","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.4630000","1","2017/9/28 18:10:51.4630000","9999/12/31 23:59:59.9970000","Intercem"
"198","56","56","35","213","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.4700000","1","2017/9/28 18:10:51.4700000","9999/12/31 23:59:59.9970000","Flyash"
"199","56","56","41","8","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.4770000","1","2017/9/28 18:10:51.4770000","9999/12/31 23:59:59.9970000","GSS-1"
"200","56","56","67","15","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.4830000","1","2017/9/28 18:10:51.4800000","9999/12/31 23:59:59.9970000","SCA-1"
"201","56","56","27","2.5","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.4870000","1","2017/9/28 18:10:51.4870000","9999/12/31 23:59:59.9970000","CFR-2"
"202","56","56","20","5","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.4930000","1","2017/9/28 18:10:51.4930000","9999/12/31 23:59:59.9970000","CFL-3"
"203","56","56","68","28.5","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.5000000","1","2017/9/28 18:10:51.5000000","9999/12/31 23:59:59.9970000","SCA-5"
"204","56","56","32","15","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.5070000","1","2017/9/28 18:10:51.5070000","9999/12/31 23:59:59.9970000","EA-3"
"205","57","57","4","713","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.5230000","1","2017/9/28 18:10:51.5230000","9999/12/31 23:59:59.9970000","Intercem"
"206","57","57","36","213","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.5300000","1","2017/9/28 18:10:51.5300000","9999/12/31 23:59:59.9970000","Flyash (Sask)"
"207","57","57","41","8","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.5370000","1","2017/9/28 18:10:51.5370000","9999/12/31 23:59:59.9970000","GSS-1"
"208","57","57","67","15","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.5430000","1","2017/9/28 18:10:51.5430000","9999/12/31 23:59:59.9970000","SCA-1"
"209","57","57","27","2.5","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.5500000","1","2017/9/28 18:10:51.5500000","9999/12/31 23:59:59.9970000","CFR-2"
"210","57","57","20","5","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.5570000","1","2017/9/28 18:10:51.5570000","9999/12/31 23:59:59.9970000","CFL-3"
"211","57","57","68","28.5","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.5630000","1","2017/9/28 18:10:51.5630000","9999/12/31 23:59:59.9970000","SCA-5"
"212","57","57","32","15","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.5700000","1","2017/9/28 18:10:51.5700000","9999/12/31 23:59:59.9970000","EA-3"
"213","58","58","2","930","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.5870000","1","2017/9/28 18:10:51.5830000","9999/12/31 23:59:59.9970000","Class C"
"214","58","58","67","56","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.5930000","1","2017/9/28 18:10:51.5930000","9999/12/31 23:59:59.9970000","SCA-1"
"215","58","58","20","5","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.6000000","1","2017/9/28 18:10:51.6000000","9999/12/31 23:59:59.9970000","CFL-3"
"216","58","58","32","9","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.6070000","1","2017/9/28 18:10:51.6070000","9999/12/31 23:59:59.9970000","EA-3"
"217","59","59","2","578","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.6200000","1","2017/9/28 18:10:51.6200000","9999/12/31 23:59:59.9970000","Class C"
"218","59","59","35","422","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.6270000","1","2017/9/28 18:10:51.6270000","9999/12/31 23:59:59.9970000","Flyash"
"219","60","60","2","578","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.6430000","1","2017/9/28 18:10:51.6430000","9999/12/31 23:59:59.9970000","Class C"
"220","60","60","36","422","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.6500000","1","2017/9/28 18:10:51.6500000","9999/12/31 23:59:59.9970000","Flyash (Sask)"
"221","61","61","2","641","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.6630000","1","2017/9/28 18:10:51.6630000","9999/12/31 23:59:59.9970000","Class C"
"222","61","61","35","320","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.6730000","1","2017/9/28 18:10:51.6730000","9999/12/31 23:59:59.9970000","Flyash"
"223","61","61","69","14","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.6800000","1","2017/9/28 18:10:51.6800000","9999/12/31 23:59:59.9970000","SCA-6"
"224","61","61","68","25","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.6870000","1","2017/9/28 18:10:51.6870000","9999/12/31 23:59:59.9970000","SCA-5"
"225","62","62","2","641","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.7000000","1","2017/9/28 18:10:51.7000000","9999/12/31 23:59:59.9970000","Class C"
"226","62","62","36","320","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.7070000","1","2017/9/28 18:10:51.7070000","9999/12/31 23:59:59.9970000","Flyash (Sask)"
"227","62","62","69","14","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.7170000","1","2017/9/28 18:10:51.7170000","9999/12/31 23:59:59.9970000","SCA-6"
"228","62","62","68","25","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.7230000","1","2017/9/28 18:10:51.7230000","9999/12/31 23:59:59.9970000","SCA-5"
"229","63","63","3","569","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.7370000","1","2017/9/28 18:10:51.7370000","9999/12/31 23:59:59.9970000","Class G"
"230","63","63","35","285","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.7430000","1","2017/9/28 18:10:51.7430000","9999/12/31 23:59:59.9970000","Flyash"
"231","63","63","30","103","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.7500000","1","2017/9/28 18:10:51.7500000","9999/12/31 23:59:59.9970000","Densified Fume"
"232","63","63","41","20","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.7570000","1","2017/9/28 18:10:51.7570000","9999/12/31 23:59:59.9970000","GSS-1"
"233","63","63","67","15","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.7630000","1","2017/9/28 18:10:51.7630000","9999/12/31 23:59:59.9970000","SCA-1"
"234","63","63","20","5","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.7830000","1","2017/9/28 18:10:51.7830000","9999/12/31 23:59:59.9970000","CFL-3"
"235","63","63","69","3","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.7970000","1","2017/9/28 18:10:51.7970000","9999/12/31 23:59:59.9970000","SCA-6"
"236","64","64","4","769","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.8170000","1","2017/9/28 18:10:51.8130000","9999/12/31 23:59:59.9970000","Intercem"
"237","64","64","72","231","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.8400000","1","2017/9/28 18:10:51.8400000","9999/12/31 23:59:59.9970000","Silica Flour - 200 Mesh"
"238","65","65","4","730","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.9230000","1","2017/9/28 18:10:51.9230000","9999/12/31 23:59:59.9970000","Intercem"
"239","65","65","72","219","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.9300000","1","2017/9/28 18:10:51.9300000","9999/12/31 23:59:59.9970000","Silica Flour - 200 Mesh"
"240","65","65","67","44","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.9370000","1","2017/9/28 18:10:51.9370000","9999/12/31 23:59:59.9970000","SCA-1"
"241","65","65","32","7","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.9430000","1","2017/9/28 18:10:51.9430000","9999/12/31 23:59:59.9970000","EA-3"
"242","66","66","4","747","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.9570000","1","2017/9/28 18:10:51.9570000","9999/12/31 23:59:59.9970000","Intercem"
"243","66","66","72","224","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.9670000","1","2017/9/28 18:10:51.9670000","9999/12/31 23:59:59.9970000","Silica Flour - 200 Mesh"
"244","66","66","67","22","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.9730000","1","2017/9/28 18:10:51.9730000","9999/12/31 23:59:59.9970000","SCA-1"
"245","66","66","32","7","0","2","1","Percent","%","1","0","","2018/9/28 18:10:51.9800000","1","2017/9/28 18:10:51.9800000","9999/12/31 23:59:59.9970000","EA-3"
"246","67","67","3","200","1","2","1","Percent","%","1","0","","2018/9/28 18:10:51.9930000","1","2017/9/28 18:10:51.9930000","9999/12/31 23:59:59.9970000","Class G"
"247","67","67","67","800","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.0000000","1","2017/9/28 18:10:52.0000000","9999/12/31 23:59:59.9970000","SCA-1"
"248","68","68","76","1000","1","2","1","Percent","%","1","0","","2018/9/28 18:10:52.0170000","1","2017/9/28 18:10:52.0170000","9999/12/31 23:59:59.9970000","Sanseal"
"249","69","69","38","200","1","2","1","Percent","%","1","0","","2018/9/28 18:10:52.0330000","1","2017/9/28 18:10:52.0330000","9999/12/31 23:59:59.9970000","FWC-2"
"250","69","69","61","800","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.0400000","1","2017/9/28 18:10:52.0400000","9999/12/31 23:59:59.9970000","Micromix"
"251","70","70","4","1000","1","2","1","Percent","%","1","0","","2018/9/28 18:10:52.0570000","1","2017/9/28 18:10:52.0570000","9999/12/31 23:59:59.9970000","Intercem"
"252","71","71","2","533","1","2","1","Percent","%","1","0","","2018/9/28 18:10:52.0770000","1","2017/9/28 18:10:52.0770000","9999/12/31 23:59:59.9970000","Class C"
"253","71","71","35","327","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.0830000","1","2017/9/28 18:10:52.0830000","9999/12/31 23:59:59.9970000","Flyash"
"254","71","71","41","17","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.0900000","1","2017/9/28 18:10:52.0900000","9999/12/31 23:59:59.9970000","GSS-1"
"255","71","71","16","123","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.0970000","1","2017/9/28 18:10:52.0970000","9999/12/31 23:59:59.9970000","CDM-6B"
"256","72","72","2","559","1","2","1","Percent","%","1","0","","2018/9/28 18:10:52.1130000","1","2017/9/28 18:10:52.1130000","9999/12/31 23:59:59.9970000","Class C"
"257","72","72","36","343","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.1230000","1","2017/9/28 18:10:52.1200000","9999/12/31 23:59:59.9970000","Flyash (Sask)"
"258","72","72","41","18","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.1270000","1","2017/9/28 18:10:52.1270000","9999/12/31 23:59:59.9970000","GSS-1"
"259","72","72","14","80","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.1330000","1","2017/9/28 18:10:52.1330000","9999/12/31 23:59:59.9970000","CDM-5"
"260","73","73","3","484","1","2","1","Percent","%","1","0","","2018/9/28 18:10:52.1500000","1","2017/9/28 18:10:52.1500000","9999/12/31 23:59:59.9970000","Class G"
"261","73","73","35","240","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.1570000","1","2017/9/28 18:10:52.1570000","9999/12/31 23:59:59.9970000","Flyash"
"262","73","73","30","60","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.1670000","1","2017/9/28 18:10:52.1670000","9999/12/31 23:59:59.9970000","Densified Fume"
"263","73","73","41","10","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.1730000","1","2017/9/28 18:10:52.1730000","9999/12/31 23:59:59.9970000","GSS-1"
"264","73","73","16","206","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.1800000","1","2017/9/28 18:10:52.1800000","9999/12/31 23:59:59.9970000","CDM-6B"
"265","74","74","2","520","1","2","1","Percent","%","1","0","","2018/9/28 18:10:52.2030000","1","2017/9/28 18:10:52.2030000","9999/12/31 23:59:59.9970000","Class C"
"266","74","74","35","175","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.2170000","1","2017/9/28 18:10:52.2170000","9999/12/31 23:59:59.9970000","Flyash"
"267","74","74","30","75","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.2230000","1","2017/9/28 18:10:52.2200000","9999/12/31 23:59:59.9970000","Densified Fume"
"268","74","74","16","230","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.2300000","1","2017/9/28 18:10:52.2300000","9999/12/31 23:59:59.9970000","CDM-6B"
"269","75","75","4","714","1","2","1","Percent","%","1","0","","2018/9/28 18:10:52.2500000","1","2017/9/28 18:10:52.2500000","9999/12/31 23:59:59.9970000","Intercem"
"270","75","75","36","214","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.2570000","1","2017/9/28 18:10:52.2570000","9999/12/31 23:59:59.9970000","Flyash (Sask)"
"271","75","75","41","8","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.2630000","1","2017/9/28 18:10:52.2630000","9999/12/31 23:59:59.9970000","GSS-1"
"272","75","75","67","15","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.2700000","1","2017/9/28 18:10:52.2700000","9999/12/31 23:59:59.9970000","SCA-1"
"273","75","75","27","5","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.2800000","1","2017/9/28 18:10:52.2800000","9999/12/31 23:59:59.9970000","CFR-2"
"274","75","75","68","29","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.2870000","1","2017/9/28 18:10:52.2870000","9999/12/31 23:59:59.9970000","SCA-5"
"275","75","75","32","15","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.3030000","1","2017/9/28 18:10:52.3030000","9999/12/31 23:59:59.9970000","EA-3"
"276","77","77","2","641","1","2","1","Percent","%","1","0","","2018/9/28 18:10:52.3600000","1","2017/9/28 18:10:52.3600000","9999/12/31 23:59:59.9970000","Class C"
"277","77","77","35","320","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.3670000","1","2017/9/28 18:10:52.3670000","9999/12/31 23:59:59.9970000","Flyash"
"278","77","77","69","14","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.3730000","1","2017/9/28 18:10:52.3730000","9999/12/31 23:59:59.9970000","SCA-6"
"279","77","77","68","25","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.3830000","1","2017/9/28 18:10:52.3830000","9999/12/31 23:59:59.9970000","SCA-5"
"280","78","78","2","996","1","2","1","Percent","%","1","0","","2018/9/28 18:10:52.4000000","1","2017/9/28 18:10:52.4000000","9999/12/31 23:59:59.9970000","Class C"
"281","78","78","32","4","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.4070000","1","2017/9/28 18:10:52.4030000","9999/12/31 23:59:59.9970000","EA-3"
"282","79","79","2","761","1","2","1","Percent","%","1","0","","2018/9/28 18:10:52.4200000","1","2017/9/28 18:10:52.4200000","9999/12/31 23:59:59.9970000","Class C"
"283","79","79","273","231","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.4300000","1","2017/9/28 18:10:52.4300000","9999/12/31 23:59:59.9970000","ECOmix"
"284","79","79","32","8","0","2","1","Percent","%","1","0","","2018/9/28 18:10:52.4370000","1","2017/9/28 18:10:52.4370000","9999/12/31 23:59:59.9970000","EA-3"
